model_name,steer_type,zone,source_family,layer_idx,alpha,target_hit_pct,random_target_hit_pct,original_pct,random_original_pct,mixed_pct,random_mixed_pct,n
meta-llama/Llama-3.2-3B,relation_late,late,capital,20,3.0,0.48484848484848486,0.0,0.0,0.06060606060606061,0.5151515151515151,0.9393939393939394,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,22,0.5,0.21212121212121213,0.0,0.696969696969697,0.6363636363636364,0.09090909090909091,0.36363636363636365,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,22,1.0,0.6666666666666666,0.0,0.0,0.09090909090909091,0.3333333333333333,0.9090909090909091,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,22,1.5,0.696969696969697,0.0,0.0,0.09090909090909091,0.30303030303030304,0.9090909090909091,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,22,2.0,0.6666666666666666,0.0,0.0,0.12121212121212122,0.3333333333333333,0.8787878787878788,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,22,3.0,0.48484848484848486,0.0,0.0,0.15151515151515152,0.5151515151515151,0.8484848484848485,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,24,0.5,0.06060606060606061,0.0,0.7878787878787878,0.696969696969697,0.15151515151515152,0.30303030303030304,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,24,1.0,0.6060606060606061,0.0,0.12121212121212122,0.24242424242424243,0.2727272727272727,0.7575757575757576,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,24,1.5,0.5454545454545454,0.0,0.0,0.24242424242424243,0.45454545454545453,0.7575757575757576,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,24,2.0,0.48484848484848486,0.0,0.0,0.2727272727272727,0.5151515151515151,0.7272727272727273,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,24,3.0,0.18181818181818182,0.0,0.0,0.15151515151515152,0.8181818181818182,0.8484848484848485,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,26,0.5,0.030303030303030304,0.0,0.7272727272727273,0.696969696969697,0.24242424242424243,0.30303030303030304,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,26,1.0,0.6060606060606061,0.0,0.12121212121212122,0.36363636363636365,0.2727272727272727,0.6363636363636364,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,26,1.5,0.36363636363636365,0.0,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.7272727272727273,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,26,2.0,0.21212121212121213,0.0,0.0,0.24242424242424243,0.7878787878787878,0.7575757575757576,33
meta-llama/Llama-3.2-3B,relation_late,late,capital,26,3.0,0.030303030303030304,0.0,0.0,0.15151515151515152,0.9696969696969697,0.8484848484848485,33
meta-llama/Llama-3.2-3B,relation_late,late,comparative,18,0.5,0.0,0.0,0.16666666666666666,0.9166666666666666,0.8333333333333334,0.08333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,18,1.0,0.5,0.0,0.08333333333333333,0.8333333333333334,0.4166666666666667,0.16666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,18,1.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,18,2.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.9166666666666666,0.8333333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,18,3.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.9166666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,20,0.5,0.0,0.0,0.16666666666666666,0.5833333333333334,0.8333333333333334,0.4166666666666667,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,20,1.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.8333333333333334,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,20,1.5,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,20,2.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.8333333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,20,3.0,0.0,0.0,0.0,0.0,1.0,1.0,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,22,0.5,0.0,0.0,0.16666666666666666,0.9166666666666666,0.8333333333333334,0.08333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,22,1.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.3333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,22,1.5,0.0,0.0,0.08333333333333333,0.4166666666666667,0.9166666666666666,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,22,2.0,0.0,0.0,0.0,0.4166666666666667,1.0,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,22,3.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.8333333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,24,0.5,0.0,0.0,0.16666666666666666,0.5833333333333334,0.8333333333333334,0.4166666666666667,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,24,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,24,1.5,0.0,0.0,0.0,0.25,1.0,0.75,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,24,2.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.8333333333333334,0.9166666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,24,3.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,1.0,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,26,0.5,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,26,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,26,1.5,0.0,0.0,0.08333333333333333,0.25,0.9166666666666666,0.75,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,26,2.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.9166666666666666,0.9166666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,comparative,26,3.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,1.0,12
meta-llama/Llama-3.2-3B,relation_late,late,language,18,0.5,0.8181818181818182,0.0,0.09090909090909091,0.9696969696969697,0.09090909090909091,0.030303030303030304,33
meta-llama/Llama-3.2-3B,relation_late,late,language,18,1.0,0.7878787878787878,0.0,0.0,0.8787878787878788,0.21212121212121213,0.12121212121212122,33
meta-llama/Llama-3.2-3B,relation_late,late,language,18,1.5,0.0,0.0,0.0,0.48484848484848486,1.0,0.5151515151515151,33
meta-llama/Llama-3.2-3B,relation_late,late,language,18,2.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.7272727272727273,33
meta-llama/Llama-3.2-3B,relation_late,late,language,18,3.0,0.0,0.0,0.0,0.21212121212121213,1.0,0.7878787878787878,33
meta-llama/Llama-3.2-3B,relation_late,late,language,20,0.5,0.42424242424242425,0.0,0.48484848484848486,1.0,0.09090909090909091,0.0,33
meta-llama/Llama-3.2-3B,relation_late,late,language,20,1.0,0.8787878787878788,0.0,0.0,0.8484848484848485,0.12121212121212122,0.15151515151515152,33
meta-llama/Llama-3.2-3B,relation_late,late,language,20,1.5,0.06060606060606061,0.0,0.0,0.45454545454545453,0.9393939393939394,0.5454545454545454,33
meta-llama/Llama-3.2-3B,relation_late,late,language,20,2.0,0.0,0.0,0.0,0.24242424242424243,1.0,0.7575757575757576,33
meta-llama/Llama-3.2-3B,relation_late,late,language,20,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,33
meta-llama/Llama-3.2-3B,relation_late,late,language,22,0.5,0.12121212121212122,0.0,0.5151515151515151,0.9696969696969697,0.36363636363636365,0.030303030303030304,33
meta-llama/Llama-3.2-3B,relation_late,late,language,22,1.0,0.30303030303030304,0.0,0.0,0.8181818181818182,0.696969696969697,0.18181818181818182,33
meta-llama/Llama-3.2-3B,relation_late,late,language,22,1.5,0.030303030303030304,0.0,0.0,0.48484848484848486,0.9696969696969697,0.5151515151515151,33
meta-llama/Llama-3.2-3B,relation_late,late,language,22,2.0,0.0,0.0,0.0,0.45454545454545453,1.0,0.5454545454545454,33
meta-llama/Llama-3.2-3B,relation_late,late,language,22,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,33
meta-llama/Llama-3.2-3B,relation_late,late,language,24,0.5,0.030303030303030304,0.0,0.36363636363636365,1.0,0.6060606060606061,0.0,33
meta-llama/Llama-3.2-3B,relation_late,late,language,24,1.0,0.030303030303030304,0.0,0.0,0.9696969696969697,0.9696969696969697,0.030303030303030304,33
meta-llama/Llama-3.2-3B,relation_late,late,language,24,1.5,0.0,0.0,0.0,0.696969696969697,1.0,0.30303030303030304,33
meta-llama/Llama-3.2-3B,relation_late,late,language,24,2.0,0.0,0.0,0.0,0.3939393939393939,1.0,0.6060606060606061,33
meta-llama/Llama-3.2-3B,relation_late,late,language,24,3.0,0.0,0.0,0.0,0.15151515151515152,1.0,0.8484848484848485,33
meta-llama/Llama-3.2-3B,relation_late,late,language,26,0.5,0.030303030303030304,0.0,0.18181818181818182,1.0,0.7878787878787878,0.0,33
meta-llama/Llama-3.2-3B,relation_late,late,language,26,1.0,0.0,0.0,0.0,0.7878787878787878,1.0,0.21212121212121213,33
meta-llama/Llama-3.2-3B,relation_late,late,language,26,1.5,0.0,0.0,0.0,0.5151515151515151,1.0,0.48484848484848486,33
meta-llama/Llama-3.2-3B,relation_late,late,language,26,2.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,33
meta-llama/Llama-3.2-3B,relation_late,late,language,26,3.0,0.0,0.0,0.0,0.030303030303030304,1.0,0.9696969696969697,33
meta-llama/Llama-3.2-3B,relation_late,late,opposite,18,0.5,0.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,18,1.0,0.6666666666666666,0.0,0.0,0.9166666666666666,0.3333333333333333,0.08333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,18,1.5,0.5833333333333334,0.0,0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,18,2.0,0.4166666666666667,0.0,0.0,0.0,0.5833333333333334,1.0,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,18,3.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,1.0,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,20,0.5,0.0,0.0,0.75,1.0,0.25,0.0,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,20,1.0,0.25,0.0,0.0,0.6666666666666666,0.75,0.3333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,20,1.5,0.25,0.0,0.0,0.4166666666666667,0.75,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,20,2.0,0.16666666666666666,0.0,0.0,0.25,0.8333333333333334,0.75,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,20,3.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,22,0.5,0.08333333333333333,0.0,0.5833333333333334,0.9166666666666666,0.3333333333333333,0.08333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,22,1.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,22,1.5,0.08333333333333333,0.0,0.0,0.4166666666666667,0.9166666666666666,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,22,2.0,0.16666666666666666,0.0,0.0,0.4166666666666667,0.8333333333333334,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,22,3.0,0.0,0.0,0.0,0.25,1.0,0.75,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,24,0.5,0.08333333333333333,0.0,0.5833333333333334,0.9166666666666666,0.3333333333333333,0.08333333333333333,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,24,1.0,0.08333333333333333,0.0,0.0,0.5833333333333334,0.9166666666666666,0.4166666666666667,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,24,1.5,0.16666666666666666,0.0,0.0,0.5,0.8333333333333334,0.5,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,24,2.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,24,3.0,0.0,0.0,0.0,0.25,1.0,0.75,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,26,0.5,0.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,26,1.0,0.16666666666666666,0.0,0.0,0.5833333333333334,0.8333333333333334,0.4166666666666667,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,26,1.5,0.16666666666666666,0.0,0.0,0.4166666666666667,0.8333333333333334,0.5833333333333334,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,26,2.0,0.25,0.0,0.0,0.3333333333333333,0.75,0.6666666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,opposite,26,3.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.9166666666666666,12
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,18,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,18,1.0,1.0,0.0,0.0,0.9047619047619048,0.0,0.09523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,18,1.5,1.0,0.0,0.0,0.5238095238095238,0.0,0.47619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,18,2.0,0.6666666666666666,0.0,0.0,0.14285714285714285,0.3333333333333333,0.8571428571428571,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,18,3.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.9523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,20,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,20,1.0,1.0,0.0,0.0,0.9047619047619048,0.0,0.09523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,20,1.5,1.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,20,2.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,20,3.0,0.5714285714285714,0.0,0.0,0.09523809523809523,0.42857142857142855,0.9047619047619048,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,22,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,22,1.0,1.0,0.0,0.0,0.9047619047619048,0.0,0.09523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,22,1.5,0.8571428571428571,0.0,0.0,0.5238095238095238,0.14285714285714285,0.47619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,22,2.0,0.47619047619047616,0.0,0.0,0.38095238095238093,0.5238095238095238,0.6190476190476191,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,22,3.0,0.09523809523809523,0.0,0.0,0.19047619047619047,0.9047619047619048,0.8095238095238095,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,24,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,24,1.0,0.9523809523809523,0.0,0.0,0.8571428571428571,0.047619047619047616,0.14285714285714285,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,24,1.5,0.5238095238095238,0.0,0.0,0.5238095238095238,0.47619047619047616,0.47619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,24,2.0,0.09523809523809523,0.0,0.0,0.2857142857142857,0.9047619047619048,0.7142857142857143,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,24,3.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.9047619047619048,0.9047619047619048,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,26,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,26,1.0,0.9523809523809523,0.0,0.0,0.9047619047619048,0.047619047619047616,0.09523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,26,1.5,0.8095238095238095,0.0,0.0,0.47619047619047616,0.19047619047619047,0.5238095238095238,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,26,2.0,0.5714285714285714,0.0,0.0,0.38095238095238093,0.42857142857142855,0.6190476190476191,21
meta-llama/Llama-3.2-3B,relation_late,late,past_tense,26,3.0,0.2857142857142857,0.0,0.0,0.09523809523809523,0.7142857142857143,0.9047619047619048,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,18,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,18,1.0,1.0,0.0,0.0,0.9523809523809523,0.0,0.047619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,18,1.5,0.8571428571428571,0.0,0.0,0.6666666666666666,0.14285714285714285,0.3333333333333333,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,18,2.0,0.38095238095238093,0.0,0.0,0.047619047619047616,0.6190476190476191,0.9523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,18,3.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.9523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,20,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,20,1.0,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,20,1.5,0.2857142857142857,0.0,0.047619047619047616,0.6190476190476191,0.6666666666666666,0.38095238095238093,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,20,2.0,0.0,0.0,0.0,0.19047619047619047,1.0,0.8095238095238095,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,20,3.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.8571428571428571,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,22,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,22,1.0,0.7619047619047619,0.047619047619047616,0.09523809523809523,0.9047619047619048,0.14285714285714285,0.047619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,22,1.5,0.047619047619047616,0.0,0.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,22,2.0,0.0,0.0,0.0,0.47619047619047616,1.0,0.5238095238095238,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,22,3.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.8571428571428571,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,24,0.5,1.0,0.0,0.0,1.0,0.0,0.0,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,24,1.0,0.8571428571428571,0.0,0.0,0.9523809523809523,0.14285714285714285,0.047619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,24,1.5,0.0,0.0,0.0,0.5238095238095238,1.0,0.47619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,24,2.0,0.0,0.047619047619047616,0.0,0.19047619047619047,1.0,0.7619047619047619,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,24,3.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.9523809523809523,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,26,0.5,1.0,0.0,0.0,0.9523809523809523,0.0,0.047619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,26,1.0,0.9523809523809523,0.0,0.0,0.8095238095238095,0.047619047619047616,0.19047619047619047,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,26,1.5,0.0,0.0,0.0,0.5238095238095238,1.0,0.47619047619047616,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,26,2.0,0.0,0.047619047619047616,0.0,0.23809523809523808,1.0,0.7142857142857143,21
meta-llama/Llama-3.2-3B,relation_late,late,present_participle,26,3.0,0.0,0.0,0.0,0.0,1.0,1.0,21
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,6,0.5,0.0,0.0,1.0,1.0,0.0,0.0,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,6,1.5,1.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,6,2.0,0.9393939393939394,0.0,0.0,0.7272727272727273,0.06060606060606061,0.2727272727272727,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,6,3.0,0.8484848484848485,0.0,0.0,0.30303030303030304,0.15151515151515152,0.696969696969697,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,8,0.5,0.0,0.0,1.0,1.0,0.0,0.0,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,8,1.0,1.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,8,1.5,1.0,0.0,0.0,0.7575757575757576,0.0,0.24242424242424243,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,8,2.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,8,3.0,0.9696969696969697,0.0,0.0,0.09090909090909091,0.030303030303030304,0.9090909090909091,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,10,0.5,0.0,0.0,1.0,1.0,0.0,0.0,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,10,1.0,1.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,10,1.5,0.9696969696969697,0.0,0.0,0.8181818181818182,0.030303030303030304,0.18181818181818182,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,10,2.0,1.0,0.0,0.0,0.5151515151515151,0.0,0.48484848484848486,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,10,3.0,0.9696969696969697,0.0,0.0,0.0,0.030303030303030304,1.0,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,12,0.5,0.0,0.0,0.9393939393939394,0.9090909090909091,0.06060606060606061,0.09090909090909091,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,12,1.0,1.0,0.0,0.0,0.8181818181818182,0.0,0.18181818181818182,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,12,1.5,1.0,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,33
meta-llama/Llama-3.2-3B,relation_mid,mid,capital,12,2.0,1.0,0.0,0.0,0.30303030303030304,0.0,0.696969696969697,33
